id_parents,id_etudiant,pere_vivant,nom_pere,prenom_pere,email_pere,niveau_instruction_pere,niveau_socioprofessionnel_pere,revenu_mensuel_pere_fcfa,mere_vivante,nom_mere,prenom_mere,email_mere,niveau_instruction_mere,niveau_socioprofessionnel_mere,revenu_mensuel_mere_fcfa,nb_enfants_famille,revenu_total_famille_fcfa,rang_dans_fratrie,famille_monoparentale,soutien_financier_famille
1080,1080,1,Manga,Laurent,la.mang.p1080@gmail.com,Licence,Employé secteur informel,90879,1,Martin,Jeanne,je.mart.m1080@gmail.com,Licence,Cadre moyen,335684,8,426563,4,1,Partiel
1081,1081,1,Lefebvre,Félix,fé.lefe.p1081@gmail.com,Primaire,Fonctionnaire,211220,1,Dubois,Jeanne,je.dubo.m1081@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,43430,5,254650,3,0,Partiel
1082,1082,1,Ndzana,Pierre,pi.ndza.p1082@gmail.com,BEPC/FSLC,Cadre moyen,341641,0,Onana,Blandine,bl.onan.m1082@gmail.com,BTS/DUT,Fonctionnaire,135850,3,477491,3,0,Partiel
1083,1083,1,Feudjio,Patrice,pa.feud.p1083@gmail.com,Baccalauréat,Cadre moyen,276832,1,Camara,Colette,co.cama.m1083@gmail.com,Primaire,Cadre supérieur,739302,9,1016134,3,0,Total
1084,1084,1,Okafor,Emmanuel,em.okaf.p1084@gmail.com,Licence,Employé secteur informel,65837,1,Okafor,Victoire,vi.okaf.m1084@gmail.com,BEPC/FSLC,Sans emploi,16877,3,82714,1,1,Partiel
1085,1085,1,Lefebvre,Pierre,pi.lefe.p1085@gmail.com,Licence,Fonctionnaire,130113,1,Lefebvre,Cécile,cé.lefe.m1085@gmail.com,Licence,Chef d'entreprise,896355,3,1026468,3,0,Total
1086,1086,1,Vidal,Jean,je.vida.p1086@gmail.com,Baccalauréat,Agriculteur/Éleveur,78401,1,Haidara,Yvette,yv.haid.m1086@gmail.com,BTS/DUT,Cadre supérieur,525606,6,604007,1,0,Total
1087,1087,1,Manga,Pierre,pi.mang.p1087@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,32267,1,Manga,Thérèse,th.mang.m1087@gmail.com,Baccalauréat,Agriculteur/Éleveur,56593,4,88860,2,0,Partiel
1088,1088,1,Etoundi,Clément,cl.etou.p1088@gmail.com,BTS/DUT,Employé secteur informel,61708,1,Etoundi,Angèle,an.etou.m1088@gmail.com,BEPC/FSLC,Fonctionnaire,172009,4,233717,2,0,Partiel
1089,1089,1,Martin,Joseph,jo.mart.p1089@gmail.com,BEPC/FSLC,Fonctionnaire,126780,1,Martin,Marie,ma.mart.m1089@gmail.com,Licence,Ouvrier/Artisan,109255,5,236035,1,1,Partiel
1090,1090,1,Rodrigues,Alphonse,al.rodr.p1090@gmail.com,Baccalauréat,Cadre supérieur,423225,1,Tchamba,Jeanne,je.tcha.m1090@gmail.com,Licence,Chef d'entreprise,296397,8,719622,3,1,Partiel
1091,1091,1,Feudjio,Théodore,th.feud.p1091@gmail.com,Primaire,Fonctionnaire,208957,1,Jourdain,Suzanne,su.jour.m1091@gmail.com,BEPC/FSLC,Employé secteur informel,36498,4,245455,5,0,Total
1092,1092,0,Kamga,Henri,he.kamg.p1092@gmail.com,Baccalauréat,Employé secteur informel,52927,1,Kamga,Blandine,bl.kamg.m1092@gmail.com,Baccalauréat,Employé secteur informel,49757,2,102684,4,0,Partiel
1093,1093,1,Camara,Alphonse,al.cama.p1093@gmail.com,Primaire,Cadre moyen,234030,1,Camara,Colette,co.cama.m1093@gmail.com,Baccalauréat,Agriculteur/Éleveur,73155,7,307185,3,0,Partiel
1094,1094,1,Mvondo,Marcel,ma.mvon.p1094@gmail.com,Primaire,Cadre supérieur,859961,1,Onana,Rose,ro.onan.m1094@gmail.com,BEPC/FSLC,Fonctionnaire,207086,4,1067047,2,1,Aucun
1095,1095,0,Foko,Georges,ge.foko.p1095@gmail.com,Primaire,Sans emploi,22541,1,Donfack,Adèle,ad.donf.m1095@gmail.com,Baccalauréat,Fonctionnaire,135926,4,158467,4,0,Partiel
1096,1096,1,Etoundi,Gérard,,Licence,Fonctionnaire,170985,1,Etoundi,Cécile,cé.etou.m1096@gmail.com,BTS/DUT,Employé secteur informel,61574,8,232559,1,1,Total
1097,1097,1,Foko,Laurent,la.foko.p1097@gmail.com,Baccalauréat,Fonctionnaire,122976,0,Nguema,Colette,co.ngue.m1097@gmail.com,BTS/DUT,Ouvrier/Artisan,53093,2,176069,4,1,Partiel
1098,1098,0,Dupont,Alphonse,al.dupo.p1098@gmail.com,Master/Grande école,Agriculteur/Éleveur,34320,1,Dupont,Suzanne,su.dupo.m1098@gmail.com,Licence,Fonctionnaire,114229,6,148549,4,0,Total
1099,1099,0,Michel,Pierre,pi.mich.p1099@gmail.com,BEPC/FSLC,Sans emploi,6617,1,Abomo,Brigitte,,Baccalauréat,Employé secteur informel,79620,5,86237,1,0,Total
1100,1100,1,Foko,Clément,cl.foko.p1100@gmail.com,BTS/DUT,Fonctionnaire,193663,1,Robert,Victoire,,Baccalauréat,Cadre moyen,193798,3,387461,3,0,Total
1101,1101,1,Mbouck,Jean,je.mbou.p1101@gmail.com,Master/Grande école,Ouvrier/Artisan,72380,1,Mbouck,Cécile,cé.mbou.m1101@gmail.com,Primaire,Employé secteur informel,54539,1,126919,5,1,Total
1102,1102,0,Petit,Georges,ge.peti.p1102@gmail.com,BTS/DUT,Employé secteur informel,67087,1,Petit,Christine,ch.peti.m1102@gmail.com,BTS/DUT,Fonctionnaire,140916,4,208003,3,0,Partiel
1103,1103,1,Okafor,Henri,he.okaf.p1103@gmail.com,Baccalauréat,Employé secteur informel,80845,1,Simon,Odette,od.simo.m1103@gmail.com,BTS/DUT,Agriculteur/Éleveur,47783,3,128628,2,1,Total
1104,1104,1,Foko,Georges,ge.foko.p1104@gmail.com,BEPC/FSLC,Employé secteur informel,85236,0,Bouchard,Madeleine,ma.bouc.m1104@gmail.com,BTS/DUT,Sans emploi,25250,8,110486,5,0,Total
1105,1105,0,Zobel,Victor,vi.zobe.p1105@gmail.com,Aucun,Employé secteur informel,87518,1,Zobel,Suzanne,su.zobe.m1105@gmail.com,BTS/DUT,Fonctionnaire,114694,7,202212,2,0,Total
1106,1106,1,Robert,Théodore,th.robe.p1106@gmail.com,BEPC/FSLC,Fonctionnaire,207712,1,Robert,Pauline,pa.robe.m1106@gmail.com,Licence,Sans emploi,13412,5,221124,4,0,Partiel
1107,1107,1,Garcia,Paul,pa.garc.p1107@gmail.com,Licence,Ouvrier/Artisan,76026,1,Moreau,Victoire,vi.more.m1107@gmail.com,BTS/DUT,Agriculteur/Éleveur,27741,6,103767,2,1,Total
1108,1108,1,Atangana,Joseph,jo.atan.p1108@gmail.com,Doctorat,Cadre supérieur,587081,1,Atangana,Odette,od.atan.m1108@gmail.com,Licence,Cadre moyen,227462,2,814543,3,0,Total
1109,1109,1,Zobel,Théodore,th.zobe.p1109@gmail.com,BTS/DUT,Cadre supérieur,431791,1,Zobel,Colette,co.zobe.m1109@gmail.com,BTS/DUT,Fonctionnaire,157377,6,589168,3,1,Total
1110,1110,1,Ebene,Albert,al.eben.p1110@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,29324,1,Lobe,Martine,ma.lobe.m1110@gmail.com,Baccalauréat,Cadre moyen,340040,1,369364,4,0,Partiel
1111,1111,0,Tchamba,Charles,ch.tcha.p1111@gmail.com,Master/Grande école,Fonctionnaire,91678,1,Tchamba,Martine,ma.tcha.m1111@gmail.com,Baccalauréat,Sans emploi,22328,5,114006,3,1,Total
1112,1112,1,Etoundi,Paul,pa.etou.p1112@gmail.com,Licence,Cadre supérieur,490088,1,Etoundi,Cécile,cé.etou.m1112@gmail.com,Doctorat,Chef d'entreprise,1680613,5,2170701,5,0,Total
1113,1113,1,Bello,Etienne,et.bell.p1113@gmail.com,BTS/DUT,Agriculteur/Éleveur,69129,1,Bello,Rose,ro.bell.m1113@gmail.com,Primaire,Cadre moyen,182782,4,251911,4,0,Aucun
1114,1114,1,Donfack,Marcel,ma.donf.p1114@gmail.com,BTS/DUT,Fonctionnaire,186029,1,Donfack,Rose,ro.donf.m1114@gmail.com,Licence,Fonctionnaire,169120,9,355149,2,1,Total
1115,1115,1,Penda,André,,Primaire,Agriculteur/Éleveur,64075,1,Nguema,Rose,,BEPC/FSLC,Agriculteur/Éleveur,28166,5,92241,5,0,Total
1116,1116,1,Ndzana,Emmanuel,em.ndza.p1116@gmail.com,Primaire,Chef d'entreprise,561023,1,Ndzana,Adèle,ad.ndza.m1116@gmail.com,Licence,Employé secteur informel,52688,3,613711,4,0,Total
1117,1117,1,Nguema,Marcel,ma.ngue.p1117@gmail.com,Doctorat,Fonctionnaire,188115,1,Nguema,Martine,ma.ngue.m1117@gmail.com,Primaire,Cadre moyen,311987,2,500102,5,0,Total
1118,1118,0,Atangana,Alphonse,al.atan.p1118@gmail.com,BTS/DUT,Employé secteur informel,74353,1,Atangana,Madeleine,ma.atan.m1118@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,63574,4,137927,1,1,Total
1119,1119,1,Biyong,Alphonse,,BTS/DUT,Cadre supérieur,835525,1,Rodrigues,Brigitte,br.rodr.m1119@gmail.com,Licence,Cadre supérieur,850637,5,1686162,5,0,Total
1120,1120,0,Medjo,Paul,pa.medj.p1120@gmail.com,Baccalauréat,Fonctionnaire,148225,1,Medjo,Rosalie,ro.medj.m1120@gmail.com,Baccalauréat,Cadre moyen,331861,8,480086,5,0,Total
1121,1121,0,Garcia,Théodore,th.garc.p1121@gmail.com,Licence,Cadre moyen,268291,0,Diallo,Hélène,hé.dial.m1121@gmail.com,BEPC/FSLC,Chef d'entreprise,1107019,8,1375310,4,0,Total
1122,1122,1,Issa,Clément,cl.issa.p1122@gmail.com,Licence,Employé secteur informel,80721,1,Issa,Rosalie,ro.issa.m1122@gmail.com,Baccalauréat,Cadre moyen,351681,3,432402,5,0,Total
1123,1123,0,Ndzana,Albert,al.ndza.p1123@gmail.com,BTS/DUT,Sans emploi,28594,1,Ndzana,Suzanne,su.ndza.m1123@gmail.com,BEPC/FSLC,Fonctionnaire,215194,4,243788,5,0,Partiel
1124,1124,1,Etoundi,Joseph,jo.etou.p1124@gmail.com,Primaire,Chef d'entreprise,541795,1,Etoundi,Rosalie,ro.etou.m1124@gmail.com,Licence,Employé secteur informel,53181,4,594976,1,1,Total
1125,1125,1,Vidal,Armand,ar.vida.p1125@gmail.com,Licence,Fonctionnaire,215309,1,Vidal,Angèle,an.vida.m1125@gmail.com,BEPC/FSLC,Employé secteur informel,93517,5,308826,1,0,Total
1126,1126,1,Toure,Jean,je.tour.p1126@gmail.com,BEPC/FSLC,Ouvrier/Artisan,74198,1,Martin,Rosalie,ro.mart.m1126@gmail.com,Baccalauréat,Sans emploi,27139,6,101337,3,0,Total
1127,1127,1,Lobe,Félix,fé.lobe.p1127@gmail.com,Primaire,Agriculteur/Éleveur,71910,1,Lobe,Marguerite,ma.lobe.m1127@gmail.com,BEPC/FSLC,Fonctionnaire,207056,4,278966,3,0,Partiel
1128,1128,1,Lobe,Roger,ro.lobe.p1128@gmail.com,Baccalauréat,Chef d'entreprise,527799,1,Lobe,Madeleine,,Licence,Employé secteur informel,53236,4,581035,4,0,Partiel
1129,1129,1,Ebene,Paul,pa.eben.p1129@gmail.com,Baccalauréat,Chef d'entreprise,1707136,1,Ebene,Julienne,ju.eben.m1129@gmail.com,Licence,Employé secteur informel,84559,5,1791695,3,0,Total
1130,1130,1,Onana,Henri,he.onan.p1130@gmail.com,Primaire,Agriculteur/Éleveur,59703,1,Feudjio,Cécile,cé.feud.m1130@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,27283,4,86986,4,0,Total
1131,1131,1,Samba,Roger,ro.samb.p1131@gmail.com,Master/Grande école,Cadre moyen,383926,1,Samba,Pauline,pa.samb.m1131@gmail.com,BTS/DUT,Agriculteur/Éleveur,36521,3,420447,5,1,Partiel
1132,1132,1,Bello,Pierre,pi.bell.p1132@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,54506,1,Essama,Adèle,ad.essa.m1132@gmail.com,Master/Grande école,Ouvrier/Artisan,94212,5,148718,3,0,Total
1133,1133,1,Michel,Pierre,pi.mich.p1133@gmail.com,BEPC/FSLC,Fonctionnaire,174833,1,Wamba,Adèle,ad.wamb.m1133@gmail.com,Baccalauréat,Cadre moyen,286245,5,461078,1,0,Total
1134,1134,1,Feudjio,Emmanuel,em.feud.p1134@gmail.com,BTS/DUT,Employé secteur informel,78251,1,Toure,Jeanne,je.tour.m1134@gmail.com,BTS/DUT,Agriculteur/Éleveur,88125,4,166376,1,0,Total
1135,1135,1,Essama,Paul,pa.essa.p1135@gmail.com,Baccalauréat,Cadre moyen,262471,1,Essama,Rose,ro.essa.m1135@gmail.com,BEPC/FSLC,Cadre moyen,242036,9,504507,2,0,Total
1136,1136,0,Atangana,Charles,ch.atan.p1136@gmail.com,Baccalauréat,Employé secteur informel,45343,1,Foko,Rose,ro.foko.m1136@gmail.com,Baccalauréat,Employé secteur informel,37267,4,82610,5,0,Partiel
1137,1137,1,Foko,Jean,je.foko.p1137@gmail.com,Licence,Agriculteur/Éleveur,32211,1,Richard,Adèle,ad.rich.m1137@gmail.com,Baccalauréat,Cadre moyen,194974,5,227185,5,1,Total
1138,1138,1,Moreau,Albert,al.more.p1138@gmail.com,Baccalauréat,Fonctionnaire,104307,1,Moreau,Rose,ro.more.m1138@gmail.com,Primaire,Employé secteur informel,52667,2,156974,5,0,Total
1139,1139,0,Michel,Henri,he.mich.p1139@gmail.com,Baccalauréat,Ouvrier/Artisan,63361,1,Michel,Odette,od.mich.m1139@gmail.com,Baccalauréat,Agriculteur/Éleveur,82083,2,145444,5,0,Total
1140,1140,1,Bello,Pierre,pi.bell.p1140@gmail.com,Licence,Cadre supérieur,588449,1,Nguema,Hélène,hé.ngue.m1140@gmail.com,Baccalauréat,Agriculteur/Éleveur,80511,3,668960,3,0,Total
1141,1141,1,Essama,Charles,ch.essa.p1141@gmail.com,Primaire,Employé secteur informel,57233,1,Mvondo,Rose,ro.mvon.m1141@gmail.com,Doctorat,Fonctionnaire,120474,4,177707,5,0,Partiel
1142,1142,1,Rodrigues,Félix,fé.rodr.p1142@gmail.com,BTS/DUT,Cadre supérieur,386168,0,Feudjio,Brigitte,br.feud.m1142@gmail.com,Master/Grande école,Cadre moyen,399029,5,785197,2,0,Partiel
1143,1143,1,Mbarga,Gérard,gé.mbar.p1143@gmail.com,Primaire,Employé secteur informel,82815,1,Robert,Brigitte,br.robe.m1143@gmail.com,Primaire,Ouvrier/Artisan,93914,7,176729,4,0,Total
1144,1144,1,Tchio,Gérard,gé.tchi.p1144@gmail.com,Licence,Cadre supérieur,649707,1,Camara,Thérèse,th.cama.m1144@gmail.com,Licence,Employé secteur informel,97742,5,747449,5,0,Total
1145,1145,1,Umba,Gérard,gé.umba.p1145@gmail.com,Primaire,Cadre supérieur,406189,1,Thomas,Christine,ch.thom.m1145@gmail.com,Baccalauréat,Cadre supérieur,410415,1,816604,1,0,Partiel
1146,1146,1,Nkeng,Clément,cl.nken.p1146@gmail.com,BEPC/FSLC,Cadre moyen,308744,1,Nkeng,Angèle,an.nken.m1146@gmail.com,Master/Grande école,Fonctionnaire,161387,9,470131,1,0,Partiel
1147,1147,1,Umba,Clément,cl.umba.p1147@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,31154,0,Garcia,Cécile,cé.garc.m1147@gmail.com,Primaire,Ouvrier/Artisan,55466,6,86620,5,1,Partiel
1148,1148,1,Gomis,Clément,cl.gomi.p1148@gmail.com,BTS/DUT,Ouvrier/Artisan,105231,0,Gomis,Odette,od.gomi.m1148@gmail.com,Baccalauréat,Agriculteur/Éleveur,60955,6,166186,5,0,Total
1149,1149,1,Yanga,Félix,fé.yang.p1149@gmail.com,BEPC/FSLC,Ouvrier/Artisan,101667,1,Yanga,Hélène,hé.yang.m1149@gmail.com,BEPC/FSLC,Ouvrier/Artisan,83759,4,185426,4,0,Partiel
1150,1150,1,Simon,Paul,pa.simo.p1150@gmail.com,Baccalauréat,Employé secteur informel,71279,1,Wamba,Christine,,Primaire,Agriculteur/Éleveur,54678,6,125957,5,1,Total
1151,1151,1,Onana,Joseph,jo.onan.p1151@gmail.com,Baccalauréat,Fonctionnaire,201462,1,Tchamba,Julienne,ju.tcha.m1151@gmail.com,Doctorat,Employé secteur informel,62983,3,264445,1,0,Aucun
1152,1152,1,Mbouck,Félix,fé.mbou.p1152@gmail.com,BTS/DUT,Agriculteur/Éleveur,73032,1,Mbouck,Rosalie,ro.mbou.m1152@gmail.com,BTS/DUT,Cadre supérieur,737347,5,810379,5,0,Partiel
1153,1153,0,Tchamba,André,an.tcha.p1153@gmail.com,Baccalauréat,Agriculteur/Éleveur,44860,1,Moreau,Adèle,ad.more.m1153@gmail.com,Master/Grande école,Ouvrier/Artisan,77502,6,122362,3,0,Partiel
1154,1154,0,Yanga,Pierre,pi.yang.p1154@gmail.com,Licence,Cadre supérieur,382539,1,Yanga,Colette,co.yang.m1154@gmail.com,BTS/DUT,Cadre supérieur,567857,9,950396,2,0,Aucun
1155,1155,1,Umba,Victor,vi.umba.p1155@gmail.com,Primaire,Agriculteur/Éleveur,64109,1,Umba,Yvette,yv.umba.m1155@gmail.com,BEPC/FSLC,Sans emploi,17408,7,81517,5,0,Partiel
1156,1156,1,Biyong,Alphonse,al.biyo.p1156@gmail.com,Baccalauréat,Cadre moyen,218369,1,Biyong,Odette,,Baccalauréat,Cadre supérieur,590366,3,808735,1,1,Total
1157,1157,1,Biyong,Albert,,BEPC/FSLC,Agriculteur/Éleveur,34449,1,Moreau,Suzanne,su.more.m1157@gmail.com,Baccalauréat,Sans emploi,31384,2,65833,2,0,Total
1158,1158,1,Feudjio,Charles,ch.feud.p1158@gmail.com,BEPC/FSLC,Cadre moyen,330215,1,Mbouck,Marie,ma.mbou.m1158@gmail.com,BTS/DUT,Cadre moyen,210542,4,540757,2,0,Total
1159,1159,0,Garcia,Etienne,,Licence,Sans emploi,14356,1,Simon,Martine,ma.simo.m1159@gmail.com,BTS/DUT,Fonctionnaire,141970,7,156326,2,0,Partiel
1160,1160,1,Gomis,Henri,,Licence,Employé secteur informel,39289,1,Gomis,Julienne,,BTS/DUT,Employé secteur informel,71094,2,110383,1,0,Aucun
1161,1161,1,Ndzana,Félix,fé.ndza.p1161@gmail.com,BTS/DUT,Ouvrier/Artisan,91259,1,Zobel,Jeanne,je.zobe.m1161@gmail.com,BTS/DUT,Fonctionnaire,92958,4,184217,5,0,Partiel
1162,1162,1,Vidal,André,an.vida.p1162@gmail.com,BTS/DUT,Fonctionnaire,137137,1,Vidal,Suzanne,su.vida.m1162@gmail.com,BTS/DUT,Employé secteur informel,69689,5,206826,2,1,Total
1163,1163,1,Medjo,Alphonse,al.medj.p1163@gmail.com,Doctorat,Cadre supérieur,579731,1,Medjo,Julienne,ju.medj.m1163@gmail.com,BTS/DUT,Cadre moyen,239622,8,819353,4,0,Total
1164,1164,1,Bello,Gérard,gé.bell.p1164@gmail.com,Baccalauréat,Cadre moyen,240156,1,Donfack,Pauline,pa.donf.m1164@gmail.com,Master/Grande école,Fonctionnaire,108081,6,348237,4,0,Total
1165,1165,1,Issa,André,an.issa.p1165@gmail.com,Baccalauréat,Cadre supérieur,523737,1,Issa,Marguerite,ma.issa.m1165@gmail.com,Licence,Cadre moyen,311440,2,835177,4,0,Total
1166,1166,1,Nkeng,Paul,pa.nken.p1166@gmail.com,BEPC/FSLC,Cadre supérieur,531295,1,Bouchard,Suzanne,su.bouc.m1166@gmail.com,BTS/DUT,Chef d'entreprise,1266956,7,1798251,2,0,Partiel
1167,1167,1,Donfack,Patrice,pa.donf.p1167@gmail.com,Aucun,Sans emploi,20046,1,Essama,Marguerite,ma.essa.m1167@gmail.com,BTS/DUT,Employé secteur informel,56223,2,76269,4,0,Partiel
1168,1168,1,Thomas,Félix,fé.thom.p1168@gmail.com,Primaire,Fonctionnaire,113500,1,Penda,Thérèse,th.pend.m1168@gmail.com,Baccalauréat,Cadre moyen,276210,3,389710,3,0,Aucun
1169,1169,1,Wamba,Clément,cl.wamb.p1169@gmail.com,BEPC/FSLC,Employé secteur informel,58864,1,Rodrigues,Blandine,bl.rodr.m1169@gmail.com,Primaire,Employé secteur informel,39728,3,98592,2,0,Total
1170,1170,1,Mvondo,Paul,pa.mvon.p1170@gmail.com,Baccalauréat,Fonctionnaire,123221,0,Jourdain,Rosalie,ro.jour.m1170@gmail.com,BEPC/FSLC,Employé secteur informel,96385,7,219606,3,0,Total
1171,1171,1,Martin,Clément,cl.mart.p1171@gmail.com,Licence,Agriculteur/Éleveur,59759,1,Richard,Victoire,vi.rich.m1171@gmail.com,BEPC/FSLC,Fonctionnaire,202777,2,262536,4,0,Aucun
1172,1172,1,Toure,Hervé,he.tour.p1172@gmail.com,Baccalauréat,Fonctionnaire,191258,1,Toure,Cécile,cé.tour.m1172@gmail.com,Primaire,Agriculteur/Éleveur,25360,1,216618,3,0,Partiel
1173,1173,1,Issa,Alphonse,,Master/Grande école,Agriculteur/Éleveur,80367,1,Issa,Rose,ro.issa.m1173@gmail.com,BTS/DUT,Ouvrier/Artisan,89924,5,170291,4,0,Partiel
1174,1174,1,Moreau,Paul,pa.more.p1174@gmail.com,Baccalauréat,Cadre supérieur,647654,1,Moreau,Yvette,yv.more.m1174@gmail.com,Primaire,Ouvrier/Artisan,69251,5,716905,3,0,Partiel
1175,1175,1,Okafor,Jean,je.okaf.p1175@gmail.com,Licence,Employé secteur informel,38890,1,Vidal,Cécile,cé.vida.m1175@gmail.com,Baccalauréat,Cadre supérieur,591693,2,630583,5,0,Total
1176,1176,1,Garcia,Albert,al.garc.p1176@gmail.com,BTS/DUT,Cadre moyen,363657,1,Garcia,Victoire,vi.garc.m1176@gmail.com,Baccalauréat,Fonctionnaire,133327,1,496984,4,0,Total
1177,1177,1,Moreau,Victor,,Licence,Employé secteur informel,37158,1,Moreau,Pauline,pa.more.m1177@gmail.com,BEPC/FSLC,Ouvrier/Artisan,47480,5,84638,2,0,Partiel
1178,1178,0,Diallo,Henri,,Baccalauréat,Agriculteur/Éleveur,41200,1,Diallo,Brigitte,br.dial.m1178@gmail.com,Baccalauréat,Employé secteur informel,99735,6,140935,2,0,Partiel
1179,1179,1,Nguema,Georges,ge.ngue.p1179@gmail.com,Licence,Fonctionnaire,133317,1,Nguema,Thérèse,th.ngue.m1179@gmail.com,Baccalauréat,Fonctionnaire,126954,6,260271,1,0,Aucun
1180,1180,1,Issa,Emmanuel,,BEPC/FSLC,Fonctionnaire,181680,1,Essama,Pauline,pa.essa.m1180@gmail.com,BEPC/FSLC,Fonctionnaire,193871,5,375551,3,0,Partiel
1181,1181,1,Haidara,Albert,al.haid.p1181@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,83553,1,Umba,Angèle,an.umba.m1181@gmail.com,Baccalauréat,Ouvrier/Artisan,46300,6,129853,5,0,Total
1182,1182,1,Bernard,Clément,cl.bern.p1182@gmail.com,Baccalauréat,Fonctionnaire,180114,1,Bernard,Suzanne,su.bern.m1182@gmail.com,BTS/DUT,Employé secteur informel,36631,5,216745,5,0,Total
1183,1183,1,Martin,Joseph,jo.mart.p1183@gmail.com,Licence,Cadre moyen,383067,1,Richard,Rosalie,ro.rich.m1183@gmail.com,Licence,Chef d'entreprise,265137,6,648204,1,0,Partiel
1184,1184,1,Petit,Emmanuel,,Aucun,Cadre moyen,270911,1,Petit,Madeleine,ma.peti.m1184@gmail.com,Master/Grande école,Agriculteur/Éleveur,67086,4,337997,5,0,Total
1185,1185,1,Essama,Henri,he.essa.p1185@gmail.com,Baccalauréat,Employé secteur informel,67852,1,Essama,Thérèse,th.essa.m1185@gmail.com,Doctorat,Employé secteur informel,56411,6,124263,3,0,Total
1186,1186,0,Leroy,Laurent,la.lero.p1186@gmail.com,Licence,Employé secteur informel,82087,1,Leroy,Martine,ma.lero.m1186@gmail.com,Primaire,Cadre moyen,358119,4,440206,4,0,Partiel
1187,1187,1,Dubois,Théodore,,Master/Grande école,Agriculteur/Éleveur,65545,1,Dubois,Marguerite,ma.dubo.m1187@gmail.com,BEPC/FSLC,Fonctionnaire,187528,2,253073,4,0,Aucun
1188,1188,1,Kamga,Emmanuel,em.kamg.p1188@gmail.com,Baccalauréat,Ouvrier/Artisan,92700,1,Kamga,Brigitte,br.kamg.m1188@gmail.com,Doctorat,Cadre moyen,217980,5,310680,2,0,Total
1189,1189,1,Mbarga,Henri,he.mbar.p1189@gmail.com,Doctorat,Ouvrier/Artisan,96036,1,Wamba,Cécile,cé.wamb.m1189@gmail.com,Primaire,Employé secteur informel,53406,8,149442,3,0,Total
1190,1190,1,Foko,Charles,ch.foko.p1190@gmail.com,Baccalauréat,Cadre moyen,351026,1,Leroy,Cécile,cé.lero.m1190@gmail.com,Aucun,Sans emploi,17158,4,368184,4,0,Partiel
1191,1191,1,Ndzana,Henri,he.ndza.p1191@gmail.com,Licence,Employé secteur informel,73481,1,Mbarga,Cécile,cé.mbar.m1191@gmail.com,BEPC/FSLC,Sans emploi,12036,8,85517,1,0,Partiel
1192,1192,1,Umba,Henri,he.umba.p1192@gmail.com,BTS/DUT,Fonctionnaire,209164,1,Umba,Blandine,bl.umba.m1192@gmail.com,BEPC/FSLC,Employé secteur informel,88260,8,297424,3,0,Aucun
1193,1193,0,Foko,Victor,vi.foko.p1193@gmail.com,Licence,Fonctionnaire,127811,1,Dupont,Adèle,ad.dupo.m1193@gmail.com,Baccalauréat,Employé secteur informel,62035,6,189846,2,0,Partiel
1194,1194,1,Vidal,Henri,,Baccalauréat,Employé secteur informel,60217,1,Vidal,Hélène,hé.vida.m1194@gmail.com,Baccalauréat,Fonctionnaire,184709,4,244926,1,0,Total
1195,1195,1,Leroy,Albert,al.lero.p1195@gmail.com,BEPC/FSLC,Ouvrier/Artisan,50973,0,Leroy,Angèle,an.lero.m1195@gmail.com,Master/Grande école,Agriculteur/Éleveur,74289,7,125262,4,0,Total
1196,1196,1,Lobe,Félix,fé.lobe.p1196@gmail.com,Aucun,Agriculteur/Éleveur,62381,1,Bernard,Brigitte,br.bern.m1196@gmail.com,Master/Grande école,Ouvrier/Artisan,78873,6,141254,1,0,Partiel
1197,1197,1,Issa,Henri,he.issa.p1197@gmail.com,BTS/DUT,Agriculteur/Éleveur,81603,1,Issa,Angèle,an.issa.m1197@gmail.com,BEPC/FSLC,Ouvrier/Artisan,55473,6,137076,3,0,Partiel
1198,1198,1,Gomis,Laurent,la.gomi.p1198@gmail.com,BEPC/FSLC,Fonctionnaire,154386,1,Haidara,Hélène,hé.haid.m1198@gmail.com,BTS/DUT,Cadre supérieur,768463,3,922849,4,1,Total
1199,1199,1,Diallo,Gérard,,Licence,Employé secteur informel,40300,0,Diallo,Jeanne,je.dial.m1199@gmail.com,BTS/DUT,Fonctionnaire,210833,1,251133,4,0,Total
1200,1200,1,Mbarga,André,an.mbar.p1200@gmail.com,Primaire,Employé secteur informel,89588,1,Mbarga,Adèle,ad.mbar.m1200@gmail.com,Primaire,Cadre moyen,271771,5,361359,5,0,Partiel
1201,1201,1,Atangana,Henri,he.atan.p1201@gmail.com,Doctorat,Fonctionnaire,161696,1,Atangana,Julienne,ju.atan.m1201@gmail.com,Licence,Cadre moyen,175924,4,337620,1,0,Aucun
1202,1202,0,Issa,Clément,cl.issa.p1202@gmail.com,Licence,Agriculteur/Éleveur,68687,1,Rodrigues,Hélène,hé.rodr.m1202@gmail.com,Baccalauréat,Employé secteur informel,55521,4,124208,4,0,Partiel
