id_etudiant,matricule,email_etudiant,nom,prenom,genre,date_naissance,niveau_socio_economique,id_filiere,annee_entree,ville_origine,situation_matrimoniale,nb_enfants_a_charge,estime_de_soi,trait_personnalite,mention_baccalaureat,serie_terminale,decrochage_anterieur,frequence_etude_lecons,interet_lecture_ecriture
1068,ETU1068,xavier.etoundi1068@ymail.com,Etoundi,Xavier,M,2002-12-03,Moyen,9,2020,Ngaoundéré,Célibataire,0,Moyenne,Ambiverti,Passable,G,1,Intensivement,Moyen
1069,ETU1069,samuel.penda1069@hotmail.fr,Penda,Samuel,M,2003-07-25,Élevé,1,2022,Ngaoundéré,Célibataire,0,Élevée,Introverti,Très Bien,D,0,Régulièrement,Faible
1070,ETU1070,mtchio1070@yahoo.fr,Tchio,Madeleine,F,1999-09-05,Faible,3,2023,Bamenda,Célibataire,0,Élevée,Introverti,Bien,D,0,Parfois,Moyen
1071,ETU1071,yann.richard1071@orange.cm,Richard,Yann,M,2001-10-14,Faible,3,2023,Bertoua,Célibataire,0,Moyenne,Consciencieux,Très Bien,C,1,Rarement,Moyen
1072,ETU1072,qessama1072@gmail.com,Essama,Quentin,M,2004-12-25,Faible,7,2023,Bafoussam,Célibataire,1,Faible,Ambiverti,Bien,D,0,Régulièrement,Élevé
1073,ETU1073,dsir.bouchard1073@orange.cm,Bouchard,Désiré,M,2000-08-04,Moyen,7,2022,Ngaoundéré,En couple,0,Élevée,Extraverti,Passable,D,0,Parfois,Moyen
1074,ETU1074,karine.bello1074@outlook.com,Bello,Karine,F,2001-12-23,Moyen,4,2020,Yaoundé,En couple,0,Élevée,Extraverti,Très Bien,D,1,Parfois,Moyen
1075,ETU1075,rlobe1075@gmail.com,Lobe,Rosalie,F,1999-10-11,Élevé,8,2021,Yaoundé,En couple,0,Élevée,Introverti,Très Bien,C,0,Régulièrement,Élevé
1076,ETU1076,tienne.biyong1076@yahoo.fr,Biyong,Étienne,M,1999-08-24,Moyen,7,2023,Yaoundé,Célibataire,0,Moyenne,Consciencieux,Assez Bien,D,0,Parfois,Moyen
1077,ETU1077,yann.essama1077@gmail.com,Essama,Yann,M,2002-10-24,Moyen,9,2020,Garoua,Célibataire,0,Élevée,Anxieux,Passable,A,0,Régulièrement,Faible
1078,ETU1078,gabriel.nkeng1078@gmail.com,Nkeng,Gabriel,M,1998-09-21,Élevé,2,2023,Yaoundé,Célibataire,0,Élevée,Consciencieux,Assez Bien,C,0,Régulièrement,Moyen
1079,ETU1079,djourdain1079@gmail.com,Jourdain,Didier,M,2003-10-06,Moyen,8,2022,Ngaoundéré,En couple,0,Moyenne,Ambiverti,Assez Bien,A,0,Parfois,Élevé
1080,ETU1080,alainm1080@yahoo.fr,Moreau,Alain,M,1998-09-05,Élevé,4,2020,Bafoussam,Célibataire,0,Élevée,Ambiverti,Très Bien,C,0,Parfois,Moyen
1081,ETU1081,wandal1081@gmail.com,Lefebvre,Wanda,F,2005-01-03,Faible,5,2021,Maroua,Célibataire,0,Élevée,Introverti,Assez Bien,D,0,Rarement,Faible
1082,ETU1082,bndzana1082@gmail.com,Ndzana,Blandine,F,1998-04-20,Moyen,8,2020,Douala,Célibataire,1,Moyenne,Extraverti,Bien,G,0,Parfois,Moyen
1083,ETU1083,zahraf1083@hotmail.fr,Feudjio,Zahra,F,2002-11-01,Élevé,7,2022,Bafoussam,Célibataire,2,Élevée,Extraverti,Très Bien,D,0,Parfois,Moyen
1084,ETU1084,ibrahim.okafor1084@gmail.com,Okafor,Ibrahim,M,2004-01-13,Moyen,8,2023,Maroua,Marié(e),0,Faible,Introverti,Assez Bien,D,0,Régulièrement,Élevé
1085,ETU1085,nlefebvre1085@gmail.com,Lefebvre,Nathan,M,2004-03-06,Élevé,10,2021,Bafoussam,Célibataire,0,Moyenne,Ambiverti,Très Bien,D,0,Intensivement,Moyen
1086,ETU1086,nvidal1086@yahoo.fr,Vidal,Nicolas,M,2005-07-18,Moyen,8,2023,Garoua,Marié(e),1,Élevée,Anxieux,Assez Bien,C,0,Parfois,Faible
1087,ETU1087,ulrich.manga1087@gmail.com,Manga,Ulrich,M,2001-10-03,Faible,3,2023,Douala,Célibataire,0,Élevée,Consciencieux,Passable,F,0,Rarement,Élevé
1088,ETU1088,emmanuella.etoundi1088@gmail.com,Etoundi,Emmanuella,F,2001-01-28,Faible,10,2020,Ngaoundéré,Célibataire,0,Faible,Ambiverti,Assez Bien,C,0,Parfois,Élevé
1089,ETU1089,fmartin1089@ymail.com,Martin,Flore,F,2002-03-24,Moyen,3,2022,Ngaoundéré,Célibataire,2,Moyenne,Anxieux,Passable,D,0,Régulièrement,Élevé
1090,ETU1090,prodrigues1090@yahoo.fr,Rodrigues,Pascal,M,2004-03-19,Élevé,9,2020,Ngaoundéré,Célibataire,0,Élevée,Extraverti,Passable,D,0,Parfois,Élevé
1091,ETU1091,gislej1091@gmail.com,Jourdain,Gisèle,F,2002-01-10,Faible,5,2023,Bertoua,Célibataire,0,Faible,Ambiverti,Passable,C,0,Rarement,Faible
1092,ETU1092,blaisek1092@outlook.com,Kamga,Blaise,M,1999-08-12,Faible,7,2020,Garoua,En couple,0,Faible,Ambiverti,Bien,G,0,Jamais,Moyen
1093,ETU1093,dcamara1093@gmail.com,Camara,Didier,M,2001-05-24,Faible,5,2022,Bamenda,Célibataire,1,Faible,Consciencieux,Bien,D,1,Parfois,Moyen
1094,ETU1094,alaina1094@outlook.com,Abomo,Alain,M,2005-07-11,Faible,10,2020,Bamenda,Célibataire,0,Faible,Anxieux,Assez Bien,G,0,Intensivement,Moyen
1095,ETU1095,ryanga1095@yahoo.fr,Yanga,Rodrigue,M,2004-04-09,Faible,2,2022,Bamenda,Célibataire,1,Faible,Ambiverti,Bien,G,0,Régulièrement,Élevé
1096,ETU1096,nathan.etoundi1096@gmail.com,Etoundi,Nathan,M,1999-07-02,Moyen,8,2020,Garoua,Célibataire,3,Moyenne,Anxieux,Bien,D,0,Intensivement,Moyen
1097,ETU1097,louisf1097@outlook.com,Foko,Louis,M,1998-11-07,Moyen,7,2021,Bertoua,Célibataire,3,Élevée,Consciencieux,Assez Bien,G,0,Parfois,Élevé
1098,ETU1098,jdupont1098@gmail.com,Dupont,Jean,M,2003-03-20,Moyen,2,2023,Maroua,Célibataire,0,Élevée,Anxieux,Passable,C,0,Parfois,Faible
1099,ETU1099,batrice.michel1099@orange.cm,Michel,Béatrice,F,1998-07-16,Faible,10,2023,Maroua,En couple,1,Moyenne,Ambiverti,Bien,A,0,Jamais,Faible
1100,ETU1100,ffoko1100@gmail.com,Foko,François,M,2001-11-28,Élevé,7,2023,Yaoundé,Célibataire,0,Élevée,Consciencieux,Assez Bien,C,0,Régulièrement,Moyen
1101,ETU1101,fmbouck1101@outlook.com,Mbouck,Françoise,F,2000-03-01,Moyen,10,2023,Bafoussam,Célibataire,0,Moyenne,Anxieux,Bien,C,0,Parfois,Élevé
1102,ETU1102,franoisp1102@outlook.com,Petit,François,M,1999-05-13,Moyen,10,2022,Ngaoundéré,Célibataire,0,Moyenne,Consciencieux,Assez Bien,C,0,Intensivement,Élevé
1103,ETU1103,xokafor1103@gmail.com,Okafor,Xavier,M,1998-03-24,Moyen,9,2022,Yaoundé,Célibataire,1,Moyenne,Extraverti,Assez Bien,C,0,Régulièrement,Moyen
1104,ETU1104,bpenda1104@yahoo.fr,Penda,Blandine,F,2004-01-12,Faible,9,2020,Garoua,Célibataire,3,Faible,Introverti,Assez Bien,A,0,Jamais,Moyen
1105,ETU1105,jzobel1105@outlook.com,Zobel,Jean,M,2000-01-20,Faible,3,2021,Ngaoundéré,En couple,2,Élevée,Introverti,Bien,C,0,Parfois,Moyen
1106,ETU1106,ibrahimr1106@orange.cm,Robert,Ibrahim,M,2003-08-10,Moyen,5,2022,Yaoundé,Marié(e),0,Élevée,Introverti,Passable,D,0,Jamais,Élevé
1107,ETU1107,fmoreau1107@hotmail.fr,Moreau,Florent,M,2004-06-21,Moyen,4,2022,Bamenda,Célibataire,0,Élevée,Ambiverti,Assez Bien,G,0,Parfois,Élevé
1108,ETU1108,amina.atangana1108@yahoo.fr,Atangana,Amina,F,2001-07-04,Élevé,3,2022,Douala,Célibataire,0,Élevée,Consciencieux,Bien,C,0,Régulièrement,Élevé
1109,ETU1109,irnez1109@yahoo.fr,Zobel,Irène,F,1998-02-12,Élevé,1,2020,Bafoussam,Célibataire,0,Élevée,Extraverti,Assez Bien,G,0,Intensivement,Moyen
1110,ETU1110,uebene1110@gmail.com,Ebene,Ursula,F,2001-04-19,Moyen,8,2022,Bertoua,Divorcé(e),0,Élevée,Introverti,Assez Bien,A,0,Régulièrement,Élevé
1111,ETU1111,laurentt1111@yahoo.fr,Tchamba,Laurent,M,1999-11-17,Moyen,9,2023,Bertoua,Célibataire,0,Élevée,Extraverti,Assez Bien,C,0,Régulièrement,Élevé
1112,ETU1112,christelle.etoundi1112@gmail.com,Etoundi,Christelle,F,2005-07-18,Élevé,6,2023,Douala,Célibataire,1,Élevée,Consciencieux,Bien,G,0,Intensivement,Moyen
1113,ETU1113,kevinb1113@outlook.com,Bello,Kevin,M,2003-07-16,Faible,4,2021,Bafoussam,Célibataire,0,Moyenne,Ambiverti,Bien,C,0,Rarement,Moyen
1114,ETU1114,patriciad1114@yahoo.fr,Donfack,Patricia,F,2000-07-26,Élevé,8,2023,Bafoussam,Célibataire,0,Élevée,Extraverti,Assez Bien,F,0,Parfois,Élevé
1115,ETU1115,ibrahim.penda1115@yahoo.fr,Penda,Ibrahim,M,2000-01-19,Faible,1,2020,Yaoundé,Célibataire,0,Faible,Ambiverti,Assez Bien,C,0,Régulièrement,Faible
1116,ETU1116,wanda.ndzana1116@hotmail.fr,Ndzana,Wanda,F,2003-02-11,Élevé,6,2021,Ngaoundéré,Marié(e),0,Élevée,Introverti,Assez Bien,D,0,Régulièrement,Moyen
1117,ETU1117,pnguema1117@yahoo.fr,Nguema,Patricia,F,2000-03-25,Moyen,3,2021,Bertoua,Marié(e),0,Moyenne,Extraverti,Passable,G,0,Parfois,Élevé
1118,ETU1118,catangana1118@gmail.com,Atangana,Christophe,M,2001-09-12,Faible,7,2020,Yaoundé,Célibataire,1,Faible,Extraverti,Assez Bien,D,1,Parfois,Élevé
1119,ETU1119,fsamba1119@yahoo.fr,Samba,Fabrice,M,1998-11-21,Élevé,8,2022,Garoua,Célibataire,0,Élevée,Consciencieux,Assez Bien,A,0,Parfois,Élevé
1120,ETU1120,christellem1120@gmail.com,Medjo,Christelle,F,2004-05-14,Moyen,5,2023,Maroua,Célibataire,0,Moyenne,Ambiverti,Passable,F,0,Régulièrement,Élevé
1121,ETU1121,qgarcia1121@gmail.com,Garcia,Quentin,M,2004-01-19,Moyen,6,2022,Maroua,Célibataire,0,Moyenne,Introverti,Passable,G,0,Régulièrement,Moyen
1122,ETU1122,grace.issa1122@outlook.com,Issa,Grace,F,1999-03-23,Moyen,9,2020,Bafoussam,Célibataire,0,Moyenne,Consciencieux,Très Bien,C,1,Parfois,Élevé
1123,ETU1123,mndzana1123@gmail.com,Ndzana,Marc,M,2002-08-10,Faible,3,2022,Bertoua,Marié(e),0,Moyenne,Ambiverti,Passable,D,0,Régulièrement,Faible
1124,ETU1124,vincent.etoundi1124@orange.cm,Etoundi,Vincent,M,2002-02-13,Moyen,7,2020,Ngaoundéré,Célibataire,3,Moyenne,Anxieux,Assez Bien,D,0,Parfois,Élevé
1125,ETU1125,dsirv1125@gmail.com,Vidal,Désiré,M,2004-11-15,Moyen,10,2023,Bafoussam,En couple,0,Moyenne,Ambiverti,Bien,G,0,Intensivement,Moyen
1126,ETU1126,fatimam1126@ymail.com,Martin,Fatima,F,2004-03-01,Faible,6,2022,Bertoua,Célibataire,0,Moyenne,Consciencieux,Très Bien,C,0,Parfois,Moyen
1127,ETU1127,globe1127@gmail.com,Lobe,Grace,F,2002-08-14,Faible,1,2020,Bamenda,Célibataire,0,Faible,Extraverti,Assez Bien,D,1,Régulièrement,Moyen
1128,ETU1128,jean.lobe1128@ymail.com,Lobe,Jean,M,2002-05-09,Faible,9,2023,Bertoua,Célibataire,1,Faible,Consciencieux,Passable,D,0,Régulièrement,Élevé
1129,ETU1129,gebene1129@hotmail.fr,Ebene,Gérard,M,2005-01-08,Moyen,1,2022,Garoua,En couple,0,Faible,Consciencieux,Assez Bien,A,1,Parfois,Élevé
1130,ETU1130,nfeudjio1130@yahoo.fr,Feudjio,Nathan,M,2002-12-03,Faible,10,2020,Bamenda,Célibataire,0,Moyenne,Consciencieux,Assez Bien,D,0,Régulièrement,Élevé
1131,ETU1131,jacques.samba1131@gmail.com,Samba,Jacques,M,1999-04-12,Moyen,5,2020,Garoua,Divorcé(e),0,Moyenne,Extraverti,Bien,G,0,Parfois,Élevé
1132,ETU1132,jbello1132@gmail.com,Bello,Joséphine,F,2003-10-27,Moyen,9,2020,Bafoussam,En couple,2,Faible,Extraverti,Passable,A,0,Régulièrement,Élevé
1133,ETU1133,jolles1133@gmail.com,Samba,Joëlle,F,1998-08-07,Élevé,3,2020,Ngaoundéré,Marié(e),0,Élevée,Extraverti,Assez Bien,D,0,Régulièrement,Élevé
1134,ETU1134,josphinel1134@outlook.com,Lefebvre,Joséphine,F,2000-04-01,Moyen,3,2022,Ngaoundéré,Célibataire,0,Élevée,Anxieux,Bien,C,0,Régulièrement,Faible
1135,ETU1135,hessama1135@gmail.com,Essama,Hervé,M,2003-12-18,Moyen,10,2022,Garoua,Célibataire,0,Élevée,Consciencieux,Assez Bien,A,0,Parfois,Faible
1136,ETU1136,xfoko1136@hotmail.fr,Foko,Xavier,M,1999-08-18,Moyen,5,2021,Bafoussam,Marié(e),0,Élevée,Ambiverti,Assez Bien,D,0,Régulièrement,Élevé
1137,ETU1137,blaise.richard1137@orange.cm,Richard,Blaise,M,1999-08-20,Moyen,10,2020,Bertoua,Célibataire,1,Moyenne,Anxieux,Assez Bien,A,0,Régulièrement,Élevé
1138,ETU1138,cmoreau1138@yahoo.fr,Moreau,Clément,M,2002-08-15,Moyen,5,2020,Bertoua,Célibataire,0,Moyenne,Introverti,Passable,D,0,Parfois,Élevé
1139,ETU1139,dmichel1139@yahoo.fr,Michel,Didier,M,1999-06-19,Faible,8,2020,Ngaoundéré,Célibataire,0,Moyenne,Ambiverti,Bien,D,0,Intensivement,Élevé
1140,ETU1140,hbello1140@gmail.com,Bello,Henri,M,2000-01-22,Moyen,2,2021,Douala,Célibataire,0,Moyenne,Anxieux,Très Bien,G,0,Rarement,Moyen
1141,ETU1141,laurent.essama1141@hotmail.fr,Essama,Laurent,M,2004-11-26,Moyen,9,2021,Bafoussam,Célibataire,0,Moyenne,Ambiverti,Très Bien,C,0,Parfois,Élevé
1142,ETU1142,ericf1142@gmail.com,Feudjio,Eric,M,2000-10-18,Faible,9,2021,Bamenda,Célibataire,0,Moyenne,Extraverti,Assez Bien,C,0,Intensivement,Élevé
1143,ETU1143,irnem1143@gmail.com,Mbarga,Irène,F,2004-09-26,Moyen,4,2021,Bamenda,Célibataire,1,Moyenne,Introverti,Assez Bien,D,0,Régulièrement,Élevé
1144,ETU1144,christellec1144@yahoo.fr,Camara,Christelle,F,2003-08-22,Élevé,6,2021,Garoua,Célibataire,0,Élevée,Anxieux,Très Bien,C,0,Régulièrement,Élevé
1145,ETU1145,emmanuelu1145@ymail.com,Umba,Emmanuel,M,1999-05-16,Élevé,2,2021,Douala,En couple,1,Élevée,Consciencieux,Passable,D,0,Intensivement,Moyen
1146,ETU1146,mnkeng1146@gmail.com,Nkeng,Michel,M,2005-08-20,Moyen,1,2021,Garoua,Célibataire,0,Élevée,Anxieux,Assez Bien,D,0,Régulièrement,Élevé
1147,ETU1147,dumba1147@yahoo.fr,Umba,Danielle,F,1998-02-14,Faible,3,2022,Bafoussam,Marié(e),0,Moyenne,Consciencieux,Passable,D,0,Rarement,Moyen
1148,ETU1148,ocane.gomis1148@yahoo.fr,Gomis,Océane,F,2004-09-25,Moyen,1,2021,Bamenda,Célibataire,0,Moyenne,Extraverti,Bien,C,0,Parfois,Élevé
1149,ETU1149,jacques.yanga1149@ymail.com,Yanga,Jacques,M,2002-09-08,Moyen,7,2020,Maroua,Célibataire,0,Moyenne,Extraverti,Bien,D,0,Régulièrement,Élevé
1150,ETU1150,armand.simon1150@gmail.com,Simon,Armand,M,2002-12-20,Faible,2,2023,Douala,Célibataire,2,Élevée,Anxieux,Passable,D,0,Régulièrement,Moyen
1151,ETU1151,thomas.onana1151@hotmail.fr,Onana,Thomas,M,2002-11-16,Moyen,1,2022,Garoua,En couple,0,Moyenne,Extraverti,Passable,D,0,Régulièrement,Élevé
1152,ETU1152,bruno.mbouck1152@outlook.com,Mbouck,Bruno,M,2000-07-28,Moyen,1,2023,Yaoundé,Divorcé(e),0,Faible,Anxieux,Assez Bien,D,0,Intensivement,Élevé
1153,ETU1153,ulrich.tchamba1153@outlook.com,Tchamba,Ulrich,M,2004-04-09,Faible,1,2021,Garoua,Divorcé(e),1,Faible,Anxieux,Passable,D,0,Régulièrement,Faible
1154,ETU1154,honoriney1154@gmail.com,Yanga,Honorine,F,1998-02-16,Élevé,10,2020,Ngaoundéré,En couple,0,Moyenne,Ambiverti,Passable,C,0,Intensivement,Moyen
1155,ETU1155,danielle.umba1155@gmail.com,Umba,Danielle,F,2000-07-27,Faible,9,2023,Bafoussam,Marié(e),0,Moyenne,Extraverti,Assez Bien,G,0,Jamais,Moyen
1156,ETU1156,fabrice.biyong1156@yahoo.fr,Biyong,Fabrice,M,2005-07-28,Élevé,2,2022,Garoua,En couple,0,Moyenne,Introverti,Bien,G,0,Intensivement,Élevé
1157,ETU1157,tbiyong1157@yahoo.fr,Biyong,Thérèse,F,2002-09-13,Moyen,3,2021,Maroua,En couple,0,Moyenne,Consciencieux,Passable,C,0,Parfois,Moyen
1158,ETU1158,jyanga1158@yahoo.fr,Yanga,Jean,M,1999-02-09,Moyen,10,2023,Ngaoundéré,Célibataire,0,Moyenne,Ambiverti,Passable,G,1,Parfois,Faible
1159,ETU1159,gracem1159@gmail.com,Michel,Grace,F,2001-01-23,Moyen,6,2020,Ngaoundéré,Marié(e),0,Moyenne,Extraverti,Passable,C,0,Parfois,Moyen
1160,ETU1160,armandg1160@gmail.com,Gomis,Armand,M,1998-08-26,Moyen,9,2023,Yaoundé,Célibataire,0,Moyenne,Consciencieux,Assez Bien,C,0,Régulièrement,Moyen
1161,ETU1161,bertrandn1161@gmail.com,Ndzana,Bertrand,M,2001-04-26,Moyen,6,2022,Bamenda,Marié(e),3,Faible,Consciencieux,Passable,C,0,Parfois,Moyen
1162,ETU1162,dsir.vidal1162@outlook.com,Vidal,Désiré,M,2000-03-10,Moyen,2,2022,Ngaoundéré,Célibataire,0,Moyenne,Anxieux,Passable,A,0,Parfois,Moyen
1163,ETU1163,nmedjo1163@gmail.com,Medjo,Nicolas,M,2000-03-05,Élevé,5,2020,Yaoundé,Célibataire,0,Moyenne,Consciencieux,Passable,D,0,Intensivement,Élevé
1164,ETU1164,hugod1164@gmail.com,Donfack,Hugo,M,2001-05-18,Moyen,4,2020,Ngaoundéré,En couple,0,Faible,Consciencieux,Assez Bien,F,0,Rarement,Faible
1165,ETU1165,wissa1165@yahoo.fr,Issa,Wanda,F,2001-05-06,Moyen,5,2022,Garoua,Célibataire,1,Élevée,Anxieux,Assez Bien,D,0,Rarement,Faible
1166,ETU1166,fnkeng1166@gmail.com,Nkeng,Françoise,F,2005-11-28,Élevé,5,2022,Douala,Divorcé(e),0,Élevée,Consciencieux,Bien,A,0,Régulièrement,Élevé
1167,ETU1167,hdonfack1167@yahoo.fr,Donfack,Honorine,F,2004-03-12,Moyen,9,2020,Bertoua,Célibataire,0,Moyenne,Extraverti,Assez Bien,F,0,Rarement,Moyen
1168,ETU1168,blandinet1168@gmail.com,Thomas,Blandine,F,2003-11-08,Moyen,9,2023,Bafoussam,Marié(e),1,Élevée,Extraverti,Très Bien,D,0,Régulièrement,Moyen
1169,ETU1169,gracew1169@outlook.com,Wamba,Grace,F,2005-02-06,Moyen,7,2021,Ngaoundéré,En couple,0,Élevée,Ambiverti,Passable,D,0,Parfois,Moyen
1170,ETU1170,zmvondo1170@yahoo.fr,Mvondo,Zacharie,M,2000-05-19,Moyen,4,2020,Yaoundé,Célibataire,0,Élevée,Introverti,Assez Bien,A,0,Régulièrement,Moyen
1171,ETU1171,nrichard1171@ymail.com,Richard,Nathalie,F,2000-07-02,Moyen,3,2020,Douala,Célibataire,1,Moyenne,Ambiverti,Assez Bien,D,0,Parfois,Moyen
1172,ETU1172,hugot1172@gmail.com,Toure,Hugo,M,2004-04-19,Moyen,8,2023,Garoua,Célibataire,1,Moyenne,Introverti,Assez Bien,G,0,Rarement,Élevé
1173,ETU1173,didieri1173@yahoo.fr,Issa,Didier,M,2002-01-07,Moyen,10,2022,Yaoundé,Célibataire,0,Faible,Extraverti,Passable,D,0,Régulièrement,Élevé
1174,ETU1174,jmoreau1174@gmail.com,Moreau,Joséphine,F,2001-04-11,Faible,2,2020,Douala,Célibataire,0,Faible,Ambiverti,Bien,A,0,Rarement,Moyen
1175,ETU1175,olivier.okafor1175@outlook.com,Okafor,Olivier,M,2002-05-07,Moyen,7,2023,Douala,Célibataire,0,Élevée,Introverti,Bien,C,0,Parfois,Moyen
1176,ETU1176,honorine.garcia1176@gmail.com,Garcia,Honorine,F,2001-01-03,Élevé,9,2020,Yaoundé,En couple,0,Élevée,Anxieux,Bien,D,0,Régulièrement,Faible
1177,ETU1177,henri.moreau1177@outlook.com,Moreau,Henri,M,2004-07-04,Moyen,9,2020,Maroua,Célibataire,2,Élevée,Anxieux,Passable,A,0,Régulièrement,Élevé
1178,ETU1178,julied1178@yahoo.fr,Diallo,Julie,F,2001-06-07,Faible,1,2023,Douala,Célibataire,1,Faible,Introverti,Très Bien,A,0,Régulièrement,Moyen
1179,ETU1179,hnguema1179@orange.cm,Nguema,Hortense,F,2000-12-04,Moyen,5,2020,Bertoua,Célibataire,0,Élevée,Introverti,Passable,F,0,Régulièrement,Élevé
1180,ETU1180,vissa1180@orange.cm,Issa,Valérie,F,2005-12-03,Moyen,10,2021,Bertoua,Célibataire,2,Élevée,Introverti,Assez Bien,G,0,Parfois,Faible
1181,ETU1181,adle.haidara1181@gmail.com,Haidara,Adèle,F,2004-02-26,Moyen,5,2021,Bafoussam,Célibataire,0,Faible,Consciencieux,Passable,D,0,Parfois,Moyen
1182,ETU1182,lbernard1182@outlook.com,Bernard,Élise,F,2002-06-11,Faible,6,2021,Maroua,Célibataire,1,Moyenne,Ambiverti,Passable,D,0,Régulièrement,Moyen
1183,ETU1183,danielle.martin1183@orange.cm,Martin,Danielle,F,2002-09-19,Élevé,10,2021,Maroua,Célibataire,0,Moyenne,Extraverti,Assez Bien,D,0,Régulièrement,Moyen
1184,ETU1184,louis.petit1184@yahoo.fr,Petit,Louis,M,1999-08-05,Moyen,3,2022,Yaoundé,Célibataire,0,Moyenne,Consciencieux,Assez Bien,D,0,Intensivement,Élevé
1185,ETU1185,irne.essama1185@outlook.com,Essama,Irène,F,2004-03-09,Faible,9,2023,Douala,Célibataire,3,Élevée,Consciencieux,Assez Bien,G,0,Jamais,Moyen
1186,ETU1186,isabellel1186@gmail.com,Leroy,Isabelle,F,2000-01-16,Moyen,4,2020,Garoua,Célibataire,0,Faible,Anxieux,Assez Bien,C,0,Parfois,Moyen
1187,ETU1187,rosalie.dubois1187@yahoo.fr,Dubois,Rosalie,F,2002-01-01,Faible,1,2022,Bamenda,En couple,2,Faible,Extraverti,Passable,A,0,Régulièrement,Moyen
1188,ETU1188,juliek1188@yahoo.fr,Kamga,Julie,F,2000-01-26,Élevé,5,2020,Yaoundé,Célibataire,0,Moyenne,Anxieux,Très Bien,D,0,Régulièrement,Moyen
1189,ETU1189,grace.mbarga1189@hotmail.fr,Mbarga,Grace,F,2002-12-11,Faible,2,2022,Bafoussam,Célibataire,0,Élevée,Consciencieux,Très Bien,F,0,Parfois,Moyen
1190,ETU1190,louisf1190@orange.cm,Foko,Louis,M,2001-01-13,Faible,6,2023,Bertoua,Célibataire,0,Moyenne,Consciencieux,Bien,C,0,Intensivement,Élevé
1191,ETU1191,pndzana1191@orange.cm,Ndzana,Patricia,F,2004-10-19,Faible,6,2022,Ngaoundéré,Célibataire,1,Élevée,Consciencieux,Assez Bien,G,0,Parfois,Faible
1192,ETU1192,tienne.umba1192@gmail.com,Umba,Étienne,M,2003-03-17,Moyen,9,2023,Bafoussam,Célibataire,0,Élevée,Extraverti,Assez Bien,C,0,Parfois,Moyen
1193,ETU1193,ccile.foko1193@gmail.com,Foko,Cécile,F,2001-07-22,Moyen,5,2020,Bertoua,Célibataire,0,Moyenne,Extraverti,Passable,D,0,Régulièrement,Faible
1194,ETU1194,laura.vidal1194@ymail.com,Vidal,Laura,F,1998-09-10,Moyen,4,2021,Ngaoundéré,Célibataire,0,Moyenne,Introverti,Bien,C,0,Régulièrement,Faible
1195,ETU1195,uleroy1195@gmail.com,Leroy,Ulrich,M,2003-06-15,Faible,10,2020,Bamenda,En couple,0,Moyenne,Introverti,Passable,C,0,Parfois,Faible
1196,ETU1196,ylobe1196@gmail.com,Lobe,Yvonne,F,2001-02-11,Moyen,3,2023,Maroua,Célibataire,0,Faible,Introverti,Assez Bien,C,0,Régulièrement,Élevé
1197,ETU1197,nissa1197@ymail.com,Issa,Nathan,M,2000-01-10,Faible,8,2021,Bamenda,En couple,0,Moyenne,Anxieux,Très Bien,C,0,Parfois,Élevé
1198,ETU1198,nicolas.haidara1198@gmail.com,Haidara,Nicolas,M,2001-10-06,Moyen,5,2022,Douala,Célibataire,0,Faible,Ambiverti,Assez Bien,A,0,Rarement,Moyen
1199,ETU1199,alain.diallo1199@gmail.com,Diallo,Alain,M,1998-03-23,Moyen,6,2023,Yaoundé,En couple,0,Faible,Ambiverti,Bien,D,0,Parfois,Faible
1200,ETU1200,pauline.mbarga1200@gmail.com,Mbarga,Pauline,F,2000-04-01,Faible,6,2021,Maroua,Célibataire,0,Faible,Extraverti,Assez Bien,D,0,Parfois,Élevé
1201,ETU1201,christophea1201@outlook.com,Atangana,Christophe,M,1999-10-10,Élevé,6,2021,Bertoua,Célibataire,0,Élevée,Introverti,Bien,F,0,Intensivement,Élevé
1202,ETU1202,lissa1202@yahoo.fr,Issa,Élise,F,1998-10-06,Moyen,6,2023,Bertoua,Célibataire,0,Moyenne,Consciencieux,Assez Bien,C,0,Régulièrement,Élevé
1203,ETU1203,yannn1203@gmail.com,Nkeng,Yann,M,2005-11-14,Faible,4,2021,Ngaoundéré,Célibataire,0,Moyenne,Ambiverti,Assez Bien,A,1,Parfois,Élevé
1204,ETU1204,fabrice.foko1204@gmail.com,Foko,Fabrice,M,1999-05-28,Faible,5,2021,Douala,Célibataire,0,Élevée,Anxieux,Bien,G,0,Rarement,Élevé
1205,ETU1205,jean.rodrigues1205@gmail.com,Rodrigues,Jean,M,2004-06-20,Moyen,9,2023,Douala,Célibataire,0,Faible,Extraverti,Très Bien,D,0,Parfois,Élevé
1206,ETU1206,nlefebvre1206@hotmail.fr,Lefebvre,Nathalie,F,2000-01-04,Faible,5,2020,Bertoua,Marié(e),0,Faible,Consciencieux,Passable,D,0,Parfois,Élevé
1207,ETU1207,rvidal1207@outlook.com,Vidal,Rodrigue,M,2003-04-26,Élevé,8,2022,Maroua,Célibataire,0,Élevée,Extraverti,Assez Bien,D,0,Régulièrement,Élevé
1208,ETU1208,hortenseb1208@yahoo.fr,Bello,Hortense,F,2002-07-21,Faible,1,2023,Ngaoundéré,En couple,1,Moyenne,Consciencieux,Très Bien,G,1,Parfois,Moyen
